SEASON,BASIN,NATURE,LAT,LON,WIND,DIST2LAND,STORM_SPEED,STORM_DIR,TD9636_STAGE
Fall,WP,TS,22.9,139.6,40.0,1229,15.0,295.0,2.0
Fall,WP,TS,23.2,138.9,43.0,1176,14.0,300.0,2.0
Fall,WP,TS,23.6,138.3,45.0,1104,15.0,305.0,2.0
Fall,WP,TS,24.1,137.7,48.0,1023,15.0,315.0,2.0
Fall,WP,TS,24.6,137.1,50.0,942,14.0,320.0,2.0
Fall,WP,TS,25.1,136.7,53.0,873,13.0,330.0,2.0
Fall,WP,TS,25.7,136.4,55.0,801,13.0,340.0,2.0
Fall,WP,TS,26.4,136.2,55.0,727,14.0,345.0,2.0
Fall,WP,TS,27.1,136.0,55.0,654,14.0,355.0,2.0
Fall,WP,TS,27.7,136.0,55.0,606,13.0,5.0,2.0
Fall,WP,TS,28.4,136.1,55.0,558,13.0,15.0,2.0
Fall,WP,TS,29.0,136.4,55.0,494,13.0,25.0,2.0
Fall,WP,TS,29.5,136.7,55.0,443,12.0,35.0,2.0
Fall,WP,TS,29.9,137.2,58.0,412,11.0,50.0,2.0
Fall,WP,TS,30.2,137.7,60.0,399,10.0,55.0,2.0
Fall,WP,TS,30.5,138.1,63.0,389,10.0,60.0,2.0
Fall,WP,TS,30.8,138.7,65.0,398,10.0,70.0,2.0
Fall,WP,TS,30.9,139.3,65.0,415,11.0,80.0,2.0
Fall,WP,TS,31.0,139.9,65.0,414,11.0,80.0,4.0
Fall,WP,TS,31.1,140.6,65.0,424,11.0,80.0,4.0
Fall,WP,TS,31.1,141.2,65.0,440,11.0,80.0,4.0
Fall,WP,TS,31.2,141.8,65.0,448,10.0,85.0,4.0
Fall,WP,TS,31.3,142.4,65.0,463,10.0,85.0,4.0
Fall,WP,TS,31.3,143.0,65.0,494,10.0,85.0,4.0
Fall,WP,TS,31.3,143.5,65.0,521,10.0,90.0,4.0
Fall,WP,TS,31.3,144.1,65.0,553,10.0,95.0,4.0
Fall,WP,TS,31.2,144.7,65.0,598,10.0,100.0,4.0
Fall,WP,TS,31.1,145.3,63.0,645,9.0,105.0,4.0
Fall,WP,TS,31.0,145.8,60.0,686,9.0,110.0,4.0
Fall,WP,TS,30.8,146.3,58.0,736,8.0,110.0,4.0
Fall,WP,TS,30.7,146.7,55.0,771,8.0,105.0,2.0
Fall,WP,TS,30.6,147.2,53.0,814,7.0,95.0,2.0
Fall,WP,TS,30.6,147.6,50.0,842,7.0,75.0,2.0
Fall,WP,TS,30.8,147.9,48.0,848,7.0,50.0,2.0
Fall,WP,MX,31.1,148.2,45.0,848,7.0,45.0,5.0
Fall,WP,MX,31.3,148.5,45.0,857,7.0,45.0,5.0
Fall,WP,MX,31.6,148.8,45.0,860,8.0,40.0,5.0
Fall,WP,MX,31.9,149.1,43.0,866,7.0,35.0,5.0
Fall,WP,MX,32.2,149.3,40.0,865,7.0,35.0,5.0
Fall,WP,MX,32.4,149.6,40.0,879,6.0,35.0,5.0
Fall,WP,MX,32.7,149.8,40.0,882,7.0,40.0,5.0
Fall,WP,MX,33.0,150.0,40.0,885,7.0,40.0,5.0
Fall,WP,MX,33.2,150.3,40.0,903,7.0,40.0,5.0
Fall,WP,MX,33.5,150.6,38.0,918,6.0,50.0,5.0
Fall,WP,MX,33.6,150.9,35.0,941,5.0,65.0,5.0
Fall,WP,MX,33.7,151.2,33.0,965,4.0,75.0,5.0
Fall,WP,MX,33.7,151.3,30.0,974,2.0,195.0,5.0
Fall,WP,TS,17.2,132.2,30.0,912,5.0,265.0,1.0
Fall,WP,TS,17.3,131.9,33.0,888,4.0,305.0,1.0
Fall,WP,TS,17.4,131.8,35.0,883,4.0,320.0,1.0
Fall,WP,TS,17.6,131.7,38.0,884,5.0,335.0,1.0
Fall,WP,TS,17.8,131.6,40.0,885,6.0,330.0,2.0
Fall,WP,TS,18.2,131.4,40.0,889,8.0,320.0,2.0
Fall,WP,TS,18.4,131.0,40.0,866,9.0,300.0,2.0
Fall,WP,TS,18.6,130.5,43.0,837,10.0,285.0,2.0
Fall,WP,TS,18.7,130.0,45.0,803,10.0,280.0,2.0
Fall,WP,TS,18.8,129.5,45.0,760,9.0,280.0,2.0
Fall,WP,TS,18.9,129.0,45.0,708,9.0,285.0,2.0
Fall,WP,TS,19.0,128.6,45.0,666,8.0,285.0,2.0
Fall,WP,TS,19.1,128.2,45.0,626,8.0,280.0,2.0
Fall,WP,TS,19.1,127.8,48.0,584,8.0,270.0,2.0
Fall,WP,TS,19.1,127.3,50.0,532,7.0,255.0,2.0
Fall,WP,TS,19.0,127.0,50.0,499,6.0,235.0,2.0
Fall,WP,TS,18.8,126.8,50.0,476,4.0,225.0,2.0
Fall,WP,TS,18.7,126.7,53.0,465,3.0,220.0,2.0
Fall,WP,TS,18.6,126.6,55.0,454,1.0,250.0,2.0
Fall,WP,TS,18.6,126.6,60.0,454,2.0,315.0,2.0
Fall,WP,TS,18.7,126.5,65.0,444,4.0,315.0,4.0
Fall,WP,TS,18.9,126.3,68.0,425,5.0,310.0,4.0
Fall,WP,TS,19.1,126.1,70.0,407,5.0,320.0,4.0
Fall,WP,TS,19.2,126.0,73.0,399,5.0,330.0,4.0
Fall,WP,TS,19.4,125.8,75.0,388,6.0,315.0,4.0
Fall,WP,TS,19.7,125.6,80.0,376,7.0,305.0,4.0
Fall,WP,TS,19.8,125.3,85.0,351,6.0,295.0,4.0
Fall,WP,TS,19.9,125.0,90.0,329,5.0,285.0,4.0
Fall,WP,TS,19.9,124.7,95.0,309,6.0,295.0,4.0
Fall,WP,TS,20.2,124.4,103.0,298,8.0,305.0,4.0
Fall,WP,TS,20.4,124.0,110.0,286,9.0,295.0,4.0
Fall,WP,TS,20.5,123.6,118.0,271,9.0,290.0,4.0
Fall,WP,TS,20.7,123.1,125.0,264,9.0,295.0,4.0
Fall,WP,TS,20.9,122.7,123.0,217,10.0,300.0,4.0
Fall,WP,TS,21.2,122.2,120.0,155,11.0,305.0,4.0
Fall,WP,TS,21.5,121.7,118.0,93,12.0,300.0,4.0
Fall,WP,TS,21.9,121.1,115.0,20,14.0,295.0,4.0
Fall,WP,TS,22.1,120.3,103.0,38,15.0,290.0,4.0
Fall,WP,TS,22.4,119.6,90.0,72,13.0,290.0,4.0
Fall,WP,TS,22.6,119.1,80.0,114,10.0,295.0,4.0
Fall,WP,TS,22.8,118.7,70.0,147,9.0,300.0,4.0
Fall,WP,TS,23.1,118.2,63.0,90,10.0,310.0,4.0
Fall,WP,TS,23.4,117.8,55.0,39,11.0,310.0,4.0
Fall,WP,TS,23.8,117.3,45.0,0,11.0,310.0,4.0
Fall,WP,TS,24.2,116.9,35.0,0,12.0,310.0,2.0
Fall,WP,TS,24.5,116.3,33.0,0,12.0,305.0,2.0
Fall,WP,TS,24.9,115.8,30.0,0,12.0,310.0,2.0
Fall,WP,TS,25.3,115.3,25.0,0,12.0,320.0,2.0
Fall,WP,MX,25.8,115.0,20.0,0,12.0,325.0,6.0
Fall,EP,TS,12.7,-103.8,30.0,590,8.0,275.0,1.0
Fall,EP,TS,12.7,-104.2,33.0,613,8.0,275.0,1.0
Fall,EP,TS,12.8,-104.6,35.0,620,8.0,285.0,2.0
Fall,EP,TS,12.9,-105.0,43.0,623,7.0,295.0,2.0
Fall,EP,TS,13.1,-105.3,50.0,613,7.0,305.0,2.0
Fall,EP,TS,13.3,-105.5,55.0,599,6.0,310.0,2.0
Fall,EP,TS,13.5,-105.8,60.0,590,7.0,310.0,2.0
Fall,EP,TS,13.7,-106.1,63.0,585,7.0,305.0,2.0
Fall,EP,TS,13.9,-106.4,65.0,581,7.0,305.0,3.0
Fall,EP,TS,14.1,-106.7,78.0,581,7.0,305.0,3.0
Fall,EP,TS,14.3,-107.0,90.0,583,10.0,310.0,4.0
Fall,EP,TS,14.7,-107.5,90.0,579,12.0,310.0,4.0
Fall,EP,TS,15.1,-108.0,90.0,571,12.0,305.0,4.0
Fall,EP,TS,15.4,-108.5,95.0,578,12.0,295.0,4.0
Fall,EP,TS,15.6,-109.1,100.0,608,13.0,295.0,4.0
Fall,EP,TS,15.9,-109.7,103.0,630,14.0,290.0,4.0
Fall,EP,TS,16.1,-110.4,105.0,673,15.0,290.0,4.0
Fall,EP,TS,16.4,-111.2,110.0,724,16.0,290.0,4.0
Fall,EP,TS,16.6,-112.0,115.0,735,18.0,285.0,4.0
Fall,EP,TS,16.8,-112.9,118.0,746,18.0,280.0,4.0
Fall,EP,TS,17.0,-113.9,120.0,775,18.0,280.0,4.0
Fall,EP,TS,17.1,-114.8,118.0,819,17.0,275.0,4.0
Fall,EP,TS,17.2,-115.7,115.0,872,17.0,275.0,4.0
Fall,EP,TS,17.3,-116.6,108.0,930,16.0,275.0,4.0
Fall,EP,TS,17.3,-117.4,100.0,992,16.0,275.0,4.0
Fall,EP,TS,17.4,-118.2,100.0,1032,14.0,275.0,4.0
Fall,EP,TS,17.5,-118.9,100.0,1069,13.0,280.0,4.0
Fall,EP,TS,17.6,-119.5,98.0,1103,11.0,280.0,4.0
Fall,EP,TS,17.7,-120.0,95.0,1132,9.0,285.0,4.0
Fall,EP,TS,17.8,-120.4,88.0,1154,9.0,285.0,4.0
Fall,EP,TS,17.9,-120.9,80.0,1185,10.0,280.0,4.0
Fall,EP,TS,18.0,-121.4,73.0,1217,10.0,275.0,4.0
Fall,EP,TS,18.0,-122.0,65.0,1266,10.0,275.0,4.0
Fall,EP,TS,18.1,-122.5,60.0,1301,10.0,275.0,4.0
Fall,EP,TS,18.1,-123.0,55.0,1344,10.0,275.0,2.0
Fall,EP,TS,18.1,-123.5,50.0,1379,10.0,270.0,2.0
Fall,EP,TS,18.1,-124.1,45.0,1419,11.0,270.0,2.0
Fall,EP,TS,18.1,-124.6,45.0,1453,10.0,270.0,2.0
Fall,EP,TS,18.1,-125.2,45.0,1495,10.0,265.0,2.0
Fall,EP,TS,18.1,-125.7,45.0,1531,11.0,265.0,2.0
Fall,EP,TS,18.0,-126.3,45.0,1584,11.0,260.0,2.0
Fall,EP,TS,17.9,-126.8,45.0,1629,11.0,260.0,2.0
Fall,EP,TS,17.8,-127.4,45.0,1683,11.0,255.0,2.0
Fall,EP,TS,17.7,-128.0,50.0,1737,11.0,255.0,2.0
Fall,EP,TS,17.5,-128.5,55.0,1791,12.0,255.0,2.0
Fall,EP,TS,17.4,-129.1,58.0,1846,11.0,260.0,2.0
Fall,EP,TS,17.3,-129.7,60.0,1902,10.0,265.0,2.0
Fall,EP,TS,17.3,-130.1,58.0,1934,8.0,270.0,2.0
Fall,EP,TS,17.3,-130.5,55.0,1967,8.0,280.0,2.0
Fall,EP,TS,17.4,-130.9,53.0,1994,9.0,290.0,2.0
Fall,EP,TS,17.6,-131.4,50.0,2022,10.0,290.0,2.0
Fall,EP,TS,17.8,-131.9,55.0,2051,10.0,295.0,2.0
Fall,EP,TS,18.0,-132.4,60.0,2082,11.0,295.0,2.0
Fall,EP,TS,18.3,-132.9,65.0,2107,12.0,295.0,2.0
Fall,EP,TS,18.5,-133.5,70.0,2148,11.0,290.0,4.0
Fall,EP,TS,18.7,-134.0,70.0,2182,11.0,285.0,4.0
Fall,EP,TS,18.8,-134.6,70.0,2122,11.0,290.0,4.0
Fall,EP,TS,19.0,-135.1,70.0,2067,11.0,290.0,4.0
Fall,EP,TS,19.2,-135.7,70.0,2003,11.0,290.0,4.0
Fall,EP,TS,19.4,-136.3,70.0,1938,11.0,285.0,4.0
Fall,EP,TS,19.5,-136.8,70.0,1885,11.0,285.0,4.0
Fall,EP,TS,19.7,-137.4,73.0,1821,11.0,285.0,4.0
Fall,EP,TS,19.8,-137.9,75.0,1769,10.0,285.0,4.0
Fall,EP,TS,19.9,-138.4,78.0,1716,9.0,285.0,4.0
Fall,EP,TS,20.0,-138.8,80.0,1674,9.0,285.0,4.0
Fall,EP,TS,20.2,-139.3,80.0,1622,10.0,290.0,4.0
Fall,EP,TS,20.3,-139.8,80.0,1570,7.0,290.0,4.0
Fall,EP,TS,20.4,-140.0,78.0,1549,5.0,300.0,4.0
Fall,EP,TS,20.5,-140.3,75.0,1518,8.0,305.0,4.0
Fall,EP,TS,20.9,-140.7,75.0,1479,11.0,310.0,4.0
Fall,EP,TS,21.2,-141.2,75.0,1429,10.0,310.0,4.0
Fall,EP,TS,21.5,-141.5,75.0,1402,8.0,310.0,4.0
Fall,EP,TS,21.7,-141.8,75.0,1374,6.0,315.0,4.0
Fall,EP,TS,21.9,-142.0,73.0,1357,6.0,315.0,4.0
Fall,EP,TS,22.1,-142.2,70.0,1340,5.0,320.0,4.0
Fall,EP,TS,22.3,-142.4,70.0,1324,5.0,325.0,4.0
Fall,EP,TS,22.5,-142.5,70.0,1319,5.0,325.0,4.0
Fall,EP,TS,22.7,-142.7,70.0,1304,5.0,325.0,4.0
Fall,EP,TS,22.9,-142.8,70.0,1300,4.0,315.0,4.0
Fall,EP,TS,23.0,-143.0,68.0,1283,4.0,305.0,4.0
Fall,EP,TS,23.1,-143.1,65.0,1276,3.0,310.0,4.0
Fall,EP,TS,23.2,-143.2,73.0,1269,2.0,325.0,4.0
Fall,EP,TS,23.3,-143.3,80.0,1263,1.0,325.0,4.0
Fall,EP,TS,23.3,-143.3,73.0,1263,0.0,275.0,4.0
Fall,EP,TS,23.3,-143.3,65.0,1263,0.0,0.0,4.0
Fall,EP,TS,23.3,-143.3,65.0,1263,0.0,265.0,4.0
Fall,EP,TS,23.3,-143.4,65.0,1253,0.0,0.0,4.0
Fall,EP,TS,23.3,-143.4,65.0,1253,1.0,290.0,4.0
Fall,EP,TS,23.3,-143.4,65.0,1253,3.0,285.0,4.0
Fall,EP,TS,23.4,-143.7,60.0,1227,6.0,275.0,4.0
Fall,EP,TS,23.4,-144.0,55.0,1199,6.0,260.0,2.0
Fall,EP,TS,23.3,-144.3,53.0,1166,7.0,245.0,2.0
Fall,EP,TS,23.1,-144.7,50.0,1120,10.0,245.0,2.0
Fall,EP,TS,22.9,-145.3,48.0,1055,11.0,250.0,2.0
Fall,EP,TS,22.7,-145.9,45.0,989,11.0,250.0,2.0
Fall,EP,TS,22.6,-146.4,43.0,937,9.0,260.0,2.0
Fall,EP,TS,22.5,-146.9,40.0,885,10.0,260.0,2.0
Fall,EP,TS,22.4,-147.4,40.0,833,10.0,270.0,2.0
Fall,EP,TS,22.5,-148.0,40.0,781,12.0,285.0,2.0
Fall,EP,TS,22.8,-148.6,38.0,741,13.0,295.0,2.0
Fall,EP,TS,23.1,-149.3,35.0,697,13.0,295.0,2.0
Fall,EP,TS,23.3,-149.9,35.0,658,12.0,290.0,2.0
Fall,EP,TS,23.5,-150.5,35.0,622,10.0,280.0,2.0
Fall,EP,TS,23.5,-151.0,33.0,584,9.0,270.0,2.0
Fall,EP,TS,23.5,-151.5,30.0,546,9.0,265.0,2.0
Fall,EP,TS,23.5,-152.0,30.0,510,10.0,270.0,2.0
Fall,EP,TS,23.5,-152.6,30.0,462,14.0,275.0,1.0
Fall,EP,TS,23.6,-153.5,30.0,405,16.0,280.0,1.0
Fall,EP,TS,23.8,-154.3,30.0,378,14.0,280.0,1.0
Fall,EP,TS,23.9,-154.9,30.0,364,11.0,285.0,1.0
Fall,EP,TS,24.1,-155.5,30.0,372,12.0,295.0,1.0
Fall,EP,TS,24.4,-156.2,30.0,358,15.0,300.0,1.0
Fall,EP,TS,24.8,-156.9,30.0,371,16.0,315.0,1.0
Fall,EP,TS,25.5,-157.4,28.0,426,17.0,330.0,1.0
Fall,EP,TS,26.3,-157.8,25.0,493,18.0,335.0,1.0
Fall,EP,TS,16.2,-103.1,30.0,208,10.0,290.0,1.0
Fall,EP,TS,16.4,-103.6,30.0,204,10.0,285.0,1.0
Fall,EP,TS,16.5,-104.1,30.0,211,10.0,280.0,1.0
Fall,EP,TS,16.5,-104.6,30.0,232,11.0,270.0,1.0
Fall,EP,TS,16.5,-105.2,30.0,270,11.0,275.0,1.0
Fall,EP,TS,16.6,-105.7,30.0,301,11.0,280.0,1.0
Fall,EP,TS,16.7,-106.3,30.0,321,11.0,280.0,1.0
Fall,EP,TS,16.8,-106.9,33.0,348,11.0,275.0,1.0
Fall,EP,TS,16.8,-107.4,35.0,384,11.0,275.0,1.0
Fall,EP,TS,16.9,-108.0,35.0,422,11.0,280.0,1.0
Fall,EP,TS,17.0,-108.5,35.0,453,9.0,285.0,2.0
Fall,EP,TS,17.1,-108.9,35.0,478,7.0,295.0,2.0
Fall,EP,TS,17.3,-109.1,35.0,482,5.0,295.0,2.0
Fall,EP,TS,17.4,-109.4,35.0,503,5.0,285.0,2.0
Fall,EP,TS,17.4,-109.6,35.0,520,4.0,285.0,2.0
Fall,EP,TS,17.5,-109.8,35.0,532,4.0,285.0,2.0
Fall,EP,TS,17.5,-110.0,35.0,550,3.0,295.0,2.0
Fall,EP,TS,17.6,-110.1,35.0,553,2.0,295.0,2.0
Fall,EP,TS,17.6,-110.2,35.0,562,3.0,270.0,2.0
Fall,EP,TS,17.6,-110.4,35.0,581,3.0,255.0,2.0
Fall,EP,TS,17.5,-110.6,35.0,605,1.0,240.0,2.0
Fall,EP,TS,17.5,-110.5,33.0,596,1.0,95.0,2.0
Fall,EP,TS,17.5,-110.4,30.0,586,2.0,90.0,1.0
Fall,EP,TS,17.5,-110.3,30.0,577,2.0,90.0,1.0
Fall,EP,TS,17.5,-110.2,30.0,568,2.0,90.0,1.0
Fall,EP,TS,17.5,-110.1,28.0,559,2.0,90.0,1.0
Fall,EP,TS,17.5,-110.0,25.0,550,2.0,90.0,1.0
Fall,WP,MX,15.3,147.0,15.0,1949,4.0,310.0,0.0
Fall,WP,MX,15.4,146.8,15.0,1960,4.0,330.0,0.0
Fall,WP,MX,15.6,146.8,15.0,1982,3.0,325.0,0.0
Fall,WP,MX,15.6,146.7,15.0,1982,4.0,295.0,0.0
Fall,WP,MX,15.7,146.5,15.0,1994,5.0,295.0,0.0
Fall,WP,MX,15.8,146.2,15.0,2005,5.0,300.0,0.0
Fall,WP,MX,16.0,146.0,15.0,2028,4.0,305.0,0.0
Fall,WP,MX,16.1,145.9,18.0,2040,4.0,305.0,0.0
Fall,WP,MX,16.2,145.7,20.0,2052,5.0,305.0,0.0
Fall,WP,MX,16.4,145.4,23.0,2076,7.0,305.0,0.0
Fall,WP,MX,16.6,145.1,25.0,2095,8.0,310.0,0.0
Fall,WP,MX,16.9,144.8,25.0,2051,8.0,320.0,0.0
Fall,WP,TS,17.2,144.6,25.0,2011,8.0,325.0,1.0
Fall,WP,TS,17.5,144.4,25.0,1972,7.0,330.0,1.0
Fall,WP,TS,17.8,144.2,25.0,1933,7.0,330.0,1.0
Fall,WP,TS,18.1,144.0,25.0,1893,7.0,330.0,1.0
Fall,WP,TS,18.4,143.8,25.0,1854,9.0,325.0,1.0
Fall,WP,TS,18.8,143.5,28.0,1801,10.0,325.0,1.0
Fall,WP,TS,19.3,143.2,30.0,1737,11.0,330.0,1.0
Fall,WP,TS,19.8,143.0,30.0,1677,11.0,335.0,1.0
Fall,WP,TS,20.3,142.8,30.0,1617,10.0,335.0,1.0
Fall,WP,TS,20.7,142.6,33.0,1568,9.0,335.0,1.0
Fall,WP,TS,21.1,142.4,35.0,1519,8.0,340.0,1.0
Fall,WP,TS,21.4,142.3,35.0,1484,7.0,340.0,1.0
Fall,WP,TS,21.7,142.1,35.0,1445,9.0,350.0,2.0
Fall,WP,TS,22.3,142.1,35.0,1384,12.0,0.0,2.0
Fall,WP,TS,23.0,142.2,35.0,1318,14.0,10.0,2.0
Fall,WP,TS,23.7,142.3,38.0,1254,15.0,15.0,2.0
Fall,WP,TS,24.4,142.6,40.0,1195,15.0,15.0,2.0
Fall,WP,TS,25.1,142.7,43.0,1124,14.0,15.0,2.0
Fall,WP,TS,25.8,142.9,45.0,1055,12.0,15.0,2.0
Fall,WP,TS,26.3,143.1,48.0,1006,11.0,20.0,2.0
Fall,WP,TS,26.8,143.3,50.0,959,11.0,20.0,2.0
Fall,WP,TS,27.3,143.6,53.0,917,12.0,25.0,2.0
Fall,WP,TS,27.9,143.9,55.0,867,13.0,25.0,2.0
Fall,WP,TS,28.5,144.2,55.0,821,16.0,25.0,2.0
Fall,WP,TS,29.3,144.6,55.0,764,17.0,30.0,2.0
Fall,WP,TS,30.0,145.1,55.0,727,19.0,35.0,2.0
Fall,WP,TS,30.8,145.7,55.0,695,21.0,40.0,2.0
Fall,WP,TS,31.6,146.6,50.0,697,25.0,40.0,2.0
Fall,WP,TS,32.7,147.7,45.0,707,34.0,40.0,2.0
Fall,WP,TS,34.2,149.1,45.0,763,42.0,40.0,2.0
Fall,WP,TS,35.9,150.9,45.0,869,45.0,40.0,2.0
Fall,WP,TS,37.6,152.8,45.0,875,47.0,40.0,2.0
Fall,WP,MX,39.4,154.8,45.0,805,55.0,25.0,5.0
Fall,WP,TS,12.2,161.2,20.0,2012,7.0,275.0,1.0
Fall,WP,TS,12.2,160.8,23.0,1989,7.0,275.0,1.0
Fall,WP,MX,12.2,160.5,25.0,1972,6.0,275.0,1.0
Fall,WP,MX,12.2,160.2,25.0,1956,6.0,285.0,1.0
Fall,WP,MX,12.4,159.9,25.0,1959,7.0,285.0,1.0
Fall,WP,MX,12.4,159.5,25.0,1939,8.0,280.0,1.0
Fall,WP,TS,12.5,159.1,25.0,1929,8.0,280.0,1.0
Fall,WP,TS,12.5,158.7,25.0,1908,8.0,280.0,1.0
Fall,WP,TS,12.6,158.3,25.0,1899,9.0,290.0,1.0
Fall,WP,TS,12.8,157.9,28.0,1901,10.0,300.0,1.0
Fall,WP,TS,13.1,157.5,30.0,1914,10.0,305.0,1.0
Fall,WP,TS,13.4,157.1,33.0,1929,9.0,310.0,1.0
Fall,WP,TS,13.7,156.8,35.0,1949,9.0,310.0,2.0
Fall,WP,TS,14.0,156.4,38.0,1966,9.0,315.0,2.0
Fall,WP,TS,14.4,156.1,40.0,1999,8.0,320.0,2.0
Fall,WP,TS,14.7,155.8,40.0,2022,7.0,330.0,2.0
Fall,WP,TS,15.0,155.7,40.0,2052,7.0,335.0,2.0
Fall,WP,TS,15.3,155.6,43.0,2081,7.0,340.0,2.0
Fall,WP,TS,15.7,155.5,45.0,2122,8.0,345.0,2.0
Fall,WP,TS,16.1,155.3,48.0,2160,8.0,340.0,2.0
Fall,WP,TS,16.5,155.2,50.0,2202,8.0,340.0,2.0
Fall,WP,TS,16.8,155.0,55.0,2230,8.0,335.0,2.0
Fall,WP,TS,17.2,154.8,60.0,2269,8.0,335.0,2.0
Fall,WP,TS,17.6,154.7,63.0,2311,9.0,340.0,2.0
Fall,WP,TS,18.0,154.5,65.0,2351,10.0,335.0,4.0
Fall,WP,TS,18.5,154.2,70.0,2307,11.0,330.0,4.0
Fall,WP,TS,19.0,153.9,75.0,2243,12.0,325.0,4.0
Fall,WP,TS,19.5,153.5,75.0,2173,13.0,320.0,4.0
Fall,WP,TS,20.0,153.1,75.0,2103,16.0,330.0,4.0
Fall,WP,TS,20.8,152.6,78.0,2000,17.0,335.0,4.0
Fall,WP,TS,21.5,152.3,80.0,1918,13.0,330.0,4.0
Fall,WP,TS,22.0,152.0,85.0,1854,10.0,330.0,4.0
Fall,WP,TS,22.3,151.7,90.0,1809,10.0,330.0,4.0
Fall,WP,TS,22.8,151.4,93.0,1745,13.0,330.0,4.0
Fall,WP,TS,23.4,151.0,95.0,1667,14.0,330.0,4.0
Fall,WP,TS,24.0,150.6,98.0,1589,14.0,325.0,4.0
Fall,WP,TS,24.6,150.2,100.0,1511,14.0,320.0,4.0
Fall,WP,TS,25.1,149.7,103.0,1436,13.0,320.0,4.0
Fall,WP,TS,25.6,149.2,105.0,1361,12.0,320.0,4.0
Fall,WP,TS,26.0,148.9,105.0,1307,10.0,330.0,4.0
Fall,WP,TS,26.4,148.7,105.0,1260,9.0,335.0,4.0
Fall,WP,TS,26.9,148.5,105.0,1203,9.0,345.0,4.0
Fall,WP,TS,27.3,148.4,105.0,1162,10.0,360.0,4.0
Fall,WP,TS,27.8,148.5,103.0,1125,11.0,5.0,4.0
Fall,WP,TS,28.4,148.6,100.0,1082,13.0,10.0,4.0
Fall,WP,TS,29.1,148.7,100.0,1034,14.0,10.0,4.0
Fall,WP,TS,29.8,148.9,100.0,994,14.0,15.0,4.0
Fall,WP,TS,30.5,149.2,98.0,964,16.0,25.0,4.0
Fall,WP,TS,31.2,149.7,95.0,956,20.0,30.0,4.0
Fall,WP,TS,32.1,150.4,88.0,962,25.0,35.0,4.0
Fall,WP,TS,33.2,151.4,80.0,999,30.0,40.0,4.0
Fall,WP,TS,34.4,152.7,70.0,1080,34.0,45.0,4.0
Fall,WP,TS,35.6,154.3,60.0,1131,37.0,50.0,2.0
Fall,WP,TS,36.8,156.1,58.0,1114,37.0,55.0,2.0
Fall,WP,MX,37.9,158.0,55.0,1096,31.0,55.0,2.0
Fall,WP,TS,9.4,156.5,20.0,1491,13.0,220.0,1.0
Fall,WP,TS,8.9,156.1,20.0,1422,13.0,210.0,1.0
Fall,WP,TS,8.3,155.8,20.0,1347,11.0,210.0,1.0
Fall,WP,TS,7.9,155.5,23.0,1292,11.0,220.0,1.0
Fall,WP,TS,7.5,155.1,25.0,1234,10.0,225.0,1.0
Fall,WP,TS,7.2,154.7,30.0,1186,10.0,230.0,1.0
Fall,WP,TS,6.9,154.4,35.0,1143,9.0,230.0,1.0
Fall,WP,TS,6.6,154.1,43.0,1101,8.0,235.0,1.0
Fall,WP,TS,6.4,153.7,50.0,1066,8.0,240.0,2.0
Fall,WP,TS,6.2,153.4,55.0,1035,8.0,245.0,2.0
Fall,WP,TS,6.1,153.0,60.0,1013,8.0,255.0,2.0
Fall,WP,TS,6.0,152.6,65.0,993,8.0,260.0,2.0
Fall,WP,TS,6.0,152.2,70.0,985,9.0,270.0,4.0
Fall,WP,TS,6.0,151.7,65.0,978,10.0,280.0,4.0
Fall,WP,TS,6.2,151.2,60.0,997,10.0,290.0,4.0
Fall,WP,TS,6.4,150.8,55.0,1019,10.0,300.0,4.0
Fall,WP,TS,6.7,150.4,50.0,1040,9.0,310.0,2.0
Fall,WP,TS,7.0,150.0,48.0,1059,9.0,315.0,2.0
Fall,WP,TS,7.3,149.8,45.0,1086,8.0,325.0,2.0
Fall,WP,TS,7.6,149.6,43.0,1114,7.0,335.0,2.0
Fall,WP,TS,8.0,149.4,40.0,1153,8.0,335.0,2.0
Fall,WP,TS,8.4,149.3,53.0,1195,10.0,335.0,2.0
Fall,WP,TS,8.8,149.0,65.0,1234,10.0,320.0,2.0
Fall,WP,TS,9.2,148.6,55.0,1273,11.0,310.0,2.0
Fall,WP,TS,9.5,148.2,45.0,1302,13.0,310.0,2.0
Fall,WP,TS,10.0,147.7,38.0,1356,14.0,315.0,2.0
Fall,WP,TS,10.5,147.2,30.0,1411,13.0,325.0,2.0
Fall,WP,TS,11.1,146.9,38.0,1479,13.0,335.0,2.0
Fall,WP,TS,11.7,146.7,45.0,1546,12.0,340.0,2.0
Fall,WP,TS,12.2,146.5,53.0,1602,11.0,340.0,2.0
Fall,WP,TS,12.7,146.3,60.0,1658,11.0,340.0,2.0
Fall,WP,TS,13.2,146.1,53.0,1715,11.0,335.0,2.0
Fall,WP,TS,13.7,145.9,45.0,1771,11.0,330.0,2.0
Fall,WP,TS,14.2,145.5,48.0,1830,12.0,325.0,2.0
Fall,WP,TS,14.7,145.2,50.0,1888,10.0,320.0,2.0
Fall,WP,TS,15.0,144.9,50.0,1924,9.0,315.0,2.0
Fall,WP,TS,15.3,144.6,50.0,1961,8.0,315.0,2.0
Fall,WP,TS,15.6,144.3,50.0,1998,7.0,315.0,2.0
Fall,WP,TS,15.8,144.1,50.0,2023,7.0,315.0,2.0
