SID,SEASON,ISO_TIME,NATURE,LAT,LON,DIST2LAND,LANDFALL,TD9636_STAGE,STORM_SPEED,STORM_DIR,WIND,WIND_AGENCY,PRESS
1980005S14120,1980,1980-01-04 12:00:00,TS,-13.6,120.2,370,370.0,1,7.0,210.0,40.0,USA_WIND,998.0
1980005S14120,1980,1980-01-04 15:00:00,TS,-13.9,120.0,406,406.0,1,7.0,210.0,40.0,USA_WIND,998.0
1980005S14120,1980,1980-01-04 18:00:00,TS,-14.2,119.8,418,410.0,1,6.0,210.0,40.0,USA_WIND,997.0
1980005S14120,1980,1980-01-04 21:00:00,TS,-14.4,119.7,410,402.0,1,4.0,210.0,40.0,USA_WIND,996.0
1980005S14120,1980,1980-01-05 00:00:00,TS,-14.6,119.6,402,394.0,2,3.0,195.0,40.0,USA_WIND,995.0
1980005S14120,1980,1980-01-05 03:00:00,TS,-14.7,119.6,394,386.0,2,1.0,155.0,40.0,USA_WIND,994.0
1980005S14120,1980,1980-01-05 06:00:00,TS,-14.7,119.7,386,378.0,2,1.0,155.0,40.0,USA_WIND,992.0
1980005S14120,1980,1980-01-05 09:00:00,TS,-14.8,119.7,378,378.0,2,1.0,200.0,40.0,USA_WIND,991.0
1980005S14120,1980,1980-01-05 12:00:00,TS,-14.8,119.6,386,379.0,2,2.0,210.0,40.0,USA_WIND,990.0
1980005S14120,1980,1980-01-05 15:00:00,TS,-14.9,119.6,379,379.0,2,2.0,215.0,40.0,USA_WIND,989.0
1980005S14120,1980,1980-01-05 18:00:00,TS,-15.0,119.5,380,380.0,2,2.0,230.0,40.0,USA_WIND,987.0
1980005S14120,1980,1980-01-05 21:00:00,TS,-15.0,119.4,389,382.0,2,3.0,255.0,43.0,USA_WIND,986.0
1980005S14120,1980,1980-01-06 00:00:00,TS,-15.1,119.2,399,399.0,2,4.0,270.0,45.0,USA_WIND,985.0
1980005S14120,1980,1980-01-06 03:00:00,TS,-15.0,119.0,423,423.0,2,4.0,280.0,45.0,USA_WIND,983.0
1980005S14120,1980,1980-01-06 06:00:00,TS,-15.0,118.8,441,441.0,2,4.0,280.0,45.0,USA_WIND,980.0
1980005S14120,1980,1980-01-06 09:00:00,TS,-15.0,118.6,460,460.0,2,3.0,285.0,48.0,USA_WIND,978.0
1980005S14120,1980,1980-01-06 12:00:00,TS,-14.9,118.4,484,484.0,2,2.0,290.0,50.0,USA_WIND,975.0
1980005S14120,1980,1980-01-06 15:00:00,TS,-14.9,118.4,484,484.0,2,1.0,340.0,50.0,USA_WIND,973.0
1980005S14120,1980,1980-01-06 18:00:00,TS,-14.9,118.4,484,484.0,2,1.0,0.0,50.0,USA_WIND,970.0
1980005S14120,1980,1980-01-06 21:00:00,TS,-14.8,118.4,490,484.0,2,0.0,0.0,53.0,USA_WIND,968.0
1980005S14120,1980,1980-01-07 00:00:00,TS,-14.9,118.4,484,478.0,2,2.0,195.0,55.0,USA_WIND,965.0
1980005S14120,1980,1980-01-07 03:00:00,TS,-15.1,118.4,473,472.0,2,5.0,190.0,55.0,USA_WIND,962.0
1980005S14120,1980,1980-01-07 06:00:00,TS,-15.3,118.3,472,457.0,2,6.0,185.0,55.0,USA_WIND,959.0
1980005S14120,1980,1980-01-07 09:00:00,TS,-15.7,118.3,452,440.0,2,7.0,180.0,58.0,USA_WIND,957.0
1980005S14120,1980,1980-01-07 12:00:00,TS,-16.0,118.3,440,419.0,2,7.0,175.0,60.0,USA_WIND,954.0
1980005S14120,1980,1980-01-07 15:00:00,TS,-16.3,118.4,419,387.0,2,7.0,170.0,60.0,USA_WIND,952.0
1980005S14120,1980,1980-01-07 18:00:00,TS,-16.7,118.4,387,352.0,2,7.0,165.0,60.0,USA_WIND,949.0
1980005S14120,1980,1980-01-07 21:00:00,TS,-17.0,118.5,352,306.0,2,7.0,165.0,63.0,USA_WIND,947.0
1980005S14120,1980,1980-01-08 00:00:00,TS,-17.4,118.6,306,284.0,2,6.0,170.0,65.0,USA_WIND,945.0
1980005S14120,1980,1980-01-08 03:00:00,TS,-17.6,118.6,284,262.0,2,4.0,0.0,68.0,USA_WIND,941.0
1980005S14120,1980,1980-01-08 06:00:00,TS,-17.8,118.6,262,240.0,2,4.0,0.0,70.0,USA_WIND,937.0
1980005S14120,1980,1980-01-08 09:00:00,TS,-18.0,118.6,240,216.0,2,4.0,175.0,73.0,USA_WIND,935.0
1980005S14120,1980,1980-01-08 12:00:00,TS,-18.2,118.7,216,192.0,4,4.0,160.0,75.0,USA_WIND,932.0
1980005S14120,1980,1980-01-08 15:00:00,TS,-18.4,118.8,192,169.0,4,5.0,150.0,83.0,USA_WIND,929.0
1980005S14120,1980,1980-01-08 18:00:00,TS,-18.6,118.9,169,156.0,4,5.0,150.0,90.0,USA_WIND,925.0
1980005S14120,1980,1980-01-08 21:00:00,TS,-18.7,119.0,156,134.0,4,4.0,150.0,95.0,USA_WIND,923.0
1980005S14120,1980,1980-01-09 00:00:00,TS,-18.9,119.1,134,111.0,4,4.0,155.0,100.0,USA_WIND,920.0
1980005S14120,1980,1980-01-09 03:00:00,TS,-19.1,119.2,111,89.0,4,4.0,160.0,100.0,USA_WIND,919.0
1980005S14120,1980,1980-01-09 06:00:00,TS,-19.3,119.3,89,67.0,4,4.0,165.0,100.0,USA_WIND,918.0
1980005S14120,1980,1980-01-09 09:00:00,TS,-19.5,119.3,67,44.0,4,3.0,165.0,95.0,USA_WIND,917.0
1980005S14120,1980,1980-01-09 12:00:00,TS,-19.7,119.4,44,44.0,4,3.0,150.0,90.0,USA_WIND,916.0
1980005S14120,1980,1980-01-09 15:00:00,TS,-19.7,119.5,44,30.0,4,2.0,125.0,83.0,USA_WIND,916.0
1980005S14120,1980,1980-01-09 18:00:00,TS,-19.8,119.6,30,24.0,4,2.0,110.0,75.0,USA_WIND,915.0
1980005S14120,1980,1980-01-09 21:00:00,TS,-19.8,119.7,24,15.0,4,2.0,120.0,68.0,USA_WIND,915.0
1980005S14120,1980,1980-01-10 00:00:00,TS,-19.9,119.7,15,0.0,4,3.0,155.0,60.0,USA_WIND,915.0
1980005S14120,1980,1980-01-10 02:00:00,TS,-20.0,119.8,0,0.0,4,4.0,160.0,55.0,USA_WIND,915.0
1980005S14120,1980,1980-01-10 03:00:00,TS,-20.1,119.8,0,0.0,4,5.0,170.0,53.0,USA_WIND,916.0
1980005S14120,1980,1980-01-10 06:00:00,TS,-20.3,119.8,0,0.0,4,5.0,175.0,45.0,USA_WIND,921.6666666666666
1980005S14120,1980,1980-01-10 09:00:00,TS,-20.6,119.8,0,0.0,4,6.0,190.0,38.0,USA_WIND,925.5
1980005S14120,1980,1980-01-10 12:00:00,TS,-20.9,119.7,0,0.0,2,7.0,210.0,30.0,USA_WIND,933.3333333333334
1980005S14120,1980,1980-01-10 15:00:00,TS,-21.2,119.5,0,0.0,2,10.0,225.0,53.0,NEUMANN_WIND,957.0
1980005S14120,1980,1980-01-10 18:00:00,TS,-21.5,119.0,0,0.0,2,12.0,235.0,45.0,NEUMANN_WIND,974.0
1980005S14120,1980,1980-01-10 21:00:00,TS,-21.9,118.4,0,0.0,2,13.0,235.0,40.0,NEUMANN_WIND,980.0
1980005S14120,1980,1980-01-11 00:00:00,TS,-22.3,117.9,0,0.0,1,10.0,235.0,35.0,NEUMANN_WIND,985.0
1980005S14120,1980,1980-01-11 03:00:00,TS,-22.5,117.5,0,0.0,1,7.0,225.0,33.0,NEUMANN_WIND,987.0
1980005S14120,1980,1980-01-11 06:00:00,TS,-22.8,117.3,0,0.0,1,9.0,205.0,30.0,NEUMANN_WIND,989.0
1980005S14120,1980,1980-01-11 09:00:00,TS,-23.4,117.1,0,0.0,1,12.0,190.0,30.0,NEUMANN_WIND,991.0
1980043S16131,1980,1980-02-14 12:00:00,TS,-17.0,124.7,0,0.0,1,8.0,265.0,30.0,USA_WIND,993.0
1980043S16131,1980,1980-02-14 15:00:00,TS,-17.0,124.2,0,0.0,1,10.0,265.0,40.0,USA_WIND,993.0
1980043S16131,1980,1980-02-14 18:00:00,TS,-17.1,123.6,10,0.0,1,10.0,265.0,50.0,USA_WIND,992.0
1980043S16131,1980,1980-02-14 21:00:00,TS,-17.1,123.1,0,0.0,1,10.0,260.0,55.0,USA_WIND,991.0
1980043S16131,1980,1980-02-15 00:00:00,TS,-17.3,122.6,0,0.0,1,11.0,255.0,60.0,USA_WIND,990.0
1980043S16131,1980,1980-02-15 03:00:00,TS,-17.5,122.0,15,15.0,1,12.0,250.0,63.0,USA_WIND,988.0
1980043S16131,1980,1980-02-15 06:00:00,TS,-17.7,121.4,75,75.0,1,11.0,250.0,65.0,USA_WIND,985.0
1980043S16131,1980,1980-02-15 09:00:00,TS,-17.8,120.9,123,115.0,1,9.0,255.0,68.0,USA_WIND,982.0
1980043S16131,1980,1980-02-15 12:00:00,TS,-17.9,120.5,148,148.0,1,5.0,260.0,70.0,USA_WIND,979.0
1980043S16131,1980,1980-02-15 15:00:00,TS,-17.9,120.4,158,148.0,1,0.0,265.0,73.0,USA_WIND,976.0
1980043S16131,1980,1980-02-15 18:00:00,TS,-17.9,120.5,148,125.0,1,3.0,100.0,75.0,USA_WIND,973.25
1980043S16131,1980,1980-02-15 21:00:00,TS,-18.0,120.7,125,101.0,1,4.0,115.0,78.0,USA_WIND,969.25
1980043S16131,1980,1980-02-16 00:00:00,TS,-18.1,120.9,101,95.0,2,3.0,155.0,80.0,USA_WIND,965.25
1980043S16131,1980,1980-02-16 03:00:00,TS,-18.2,120.8,104,97.0,2,3.0,200.0,80.0,USA_WIND,961.6666666666666
1980043S16131,1980,1980-02-16 06:00:00,TS,-18.4,120.8,97,97.0,2,3.0,205.0,80.0,USA_WIND,957.75
1980043S16131,1980,1980-02-16 09:00:00,TS,-18.5,120.7,106,99.0,2,4.0,205.0,73.0,USA_WIND,955.0
1980043S16131,1980,1980-02-16 12:00:00,TS,-18.7,120.6,99,92.0,4,4.0,205.0,65.0,USA_WIND,951.0
1980043S16131,1980,1980-02-16 15:00:00,TS,-18.9,120.5,88,79.0,4,4.0,200.0,55.0,USA_WIND,947.6666666666666
1980043S16131,1980,1980-02-16 18:00:00,TS,-19.0,120.5,79,64.0,4,4.0,205.0,45.0,USA_WIND,943.25
1980043S16131,1980,1980-02-16 21:00:00,TS,-19.2,120.4,64,39.0,4,5.0,200.0,108.0,DS824_WIND,937.3333333333334
1980043S16131,1980,1980-02-17 00:00:00,TS,-19.5,120.3,39,11.0,4,6.0,195.0,115.0,DS824_WIND,930.5
1980043S16131,1980,1980-02-17 03:00:00,TS,-19.8,120.2,11,0.0,4,7.0,190.0,110.0,DS824_WIND,931.6666666666666
1980043S16131,1980,1980-02-17 06:00:00,TS,-20.2,120.1,0,0.0,4,8.0,185.0,105.0,DS824_WIND,940.0
1980043S16131,1980,1980-02-17 09:00:00,TS,-20.6,120.1,0,0.0,4,8.0,180.0,98.0,DS824_WIND,948.0
1980043S16131,1980,1980-02-17 12:00:00,TS,-21.0,120.2,0,0.0,2,8.0,160.0,90.0,DS824_WIND,955.0
1980043S16131,1980,1980-02-17 15:00:00,TS,-21.4,120.4,0,0.0,2,8.0,155.0,78.0,DS824_WIND,965.0
1980043S16131,1980,1980-02-17 18:00:00,TS,-21.8,120.6,0,0.0,2,8.0,195.0,65.0,DS824_WIND,975.0
1980043S16131,1980,1980-02-17 21:00:00,TS,-22.2,120.1,0,0.0,2,11.0,220.0,55.0,DS824_WIND,983.0
1980085S11135,1980,1980-03-25 00:00:00,TS,-11.0,134.5,116,79.0,1,13.0,130.0,,,
1980085S11135,1980,1980-03-25 03:00:00,TS,-11.4,135.0,81,35.0,1,13.0,130.0,,,
1980085S11135,1980,1980-03-25 06:00:00,TS,-11.8,135.5,35,0.0,1,12.0,130.0,,,
1980085S11135,1980,1980-03-25 09:00:00,TS,-12.2,136.0,10,0.0,1,12.0,125.0,,,
1980085S11135,1980,1980-03-25 12:00:00,TS,-12.5,136.5,0,0.0,1,12.0,120.0,,,
1980085S11135,1980,1980-03-25 15:00:00,TS,-12.8,137.1,39,39.0,1,12.0,115.0,,,
1980085S11135,1980,1980-03-25 18:00:00,TS,-13.0,137.6,97,97.0,1,12.0,115.0,,,
1980085S11135,1980,1980-03-25 21:00:00,TS,-13.3,138.2,151,151.0,1,12.0,115.0,,,
1980085S11135,1980,1980-03-26 00:00:00,TS,-13.5,138.7,197,197.0,1,10.0,120.0,,,
1980085S11135,1980,1980-03-26 03:00:00,TS,-13.7,139.1,236,233.0,1,8.0,130.0,,,
1980085S11135,1980,1980-03-26 06:00:00,TS,-14.0,139.3,237,227.0,1,6.0,145.0,,,
1980085S11135,1980,1980-03-26 09:00:00,TS,-14.2,139.4,228,226.0,1,5.0,165.0,,,
1980085S11135,1980,1980-03-26 12:00:00,TS,-14.5,139.4,226,226.0,1,6.0,180.0,,,
1980085S11135,1980,1980-03-26 15:00:00,TS,-14.8,139.4,228,204.0,1,6.0,190.0,,,
1980085S11135,1980,1980-03-26 18:00:00,TS,-15.1,139.3,204,169.0,1,7.0,200.0,,,
1980085S11135,1980,1980-03-26 21:00:00,TS,-15.4,139.2,169,119.0,1,8.0,200.0,,,
1980085S11135,1980,1980-03-27 00:00:00,TS,-15.8,139.0,119,,1,8.0,205.0,,,
1980126N08150,1980,1980-05-05 00:00:00,DS,8.1,150.1,1181,1171.0,0,8.0,270.0,,,
1980126N08150,1980,1980-05-05 03:00:00,DS,8.1,149.7,1171,1162.0,0,8.0,270.0,,,
1980126N08150,1980,1980-05-05 06:00:00,DS,8.1,149.3,1162,1155.0,0,8.0,270.0,,,
1980126N08150,1980,1980-05-05 09:00:00,DS,8.1,148.9,1155,1149.0,0,8.0,270.0,,,
1980126N08150,1980,1980-05-05 12:00:00,DS,8.1,148.5,1149,1145.0,0,8.0,265.0,,,
1980126N08150,1980,1980-05-05 15:00:00,DS,8.1,148.1,1145,1132.0,0,8.0,265.0,,,
1980126N08150,1980,1980-05-05 18:00:00,DS,8.0,147.7,1132,1131.0,0,8.0,265.0,,,
1980126N08150,1980,1980-05-05 21:00:00,DS,8.0,147.3,1131,1131.0,0,7.0,265.0,,,
1980126N08150,1980,1980-05-06 00:00:00,DS,8.0,147.0,1131,1131.0,0,7.0,270.0,,,
1980126N08150,1980,1980-05-06 03:00:00,DS,8.0,146.7,1131,1131.0,0,6.0,275.0,,,
1980126N08150,1980,1980-05-06 06:00:00,DS,8.0,146.4,1132,1132.0,0,6.0,275.0,,,
1980126N08150,1980,1980-05-06 09:00:00,DS,8.1,146.1,1144,1144.0,0,6.0,275.0,,,
1980126N08150,1980,1980-05-06 12:00:00,DS,8.1,145.8,1146,1146.0,0,5.0,275.0,,,
1980126N08150,1980,1980-05-06 15:00:00,DS,8.1,145.5,1149,1149.0,0,5.0,270.0,,,
1980126N08150,1980,1980-05-06 18:00:00,DS,8.1,145.3,1152,1152.0,0,5.0,270.0,,,
1980126N08150,1980,1980-05-06 21:00:00,DS,8.1,145.0,1156,1156.0,0,5.0,270.0,,,
1980126N08150,1980,1980-05-07 00:00:00,DS,8.1,144.8,1160,1160.0,0,4.0,270.0,,,
1980126N08150,1980,1980-05-07 03:00:00,DS,8.1,144.6,1164,1164.0,0,4.0,270.0,,,
1980126N08150,1980,1980-05-07 06:00:00,DS,8.1,144.4,1168,1168.0,0,4.0,270.0,,,
1980126N08150,1980,1980-05-07 09:00:00,DS,8.1,144.2,1173,1173.0,0,4.0,315.0,,,
1980126N08150,1980,1980-05-07 12:00:00,DS,8.4,144.1,1208,1208.0,0,6.0,315.0,,,1007.0
1980126N08150,1980,1980-05-07 15:00:00,DS,8.5,143.8,1227,1227.0,0,8.0,275.0,,,1007.0
1980126N08150,1980,1980-05-07 18:00:00,MX,8.5,143.3,1242,1234.0,0,9.0,265.0,,,1005.0
1980126N08150,1980,1980-05-07 21:00:00,MX,8.4,142.9,1234,1207.0,0,8.0,260.0,,,1005.0
1980126N08150,1980,1980-05-08 00:00:00,TS,8.3,142.5,1207,1194.0,1,7.0,255.0,20.0,USA_WIND,1004.0
1980126N08150,1980,1980-05-08 03:00:00,TS,8.3,142.2,1194,1168.0,1,7.0,260.0,20.0,USA_WIND,1003.5
1980126N08150,1980,1980-05-08 06:00:00,TS,8.2,141.8,1168,1143.0,1,7.0,260.0,20.0,USA_WIND,1003.3333333333334
1980126N08150,1980,1980-05-08 09:00:00,TS,8.1,141.4,1143,1130.0,1,8.0,260.0,20.0,USA_WIND,1003.0
1980126N08150,1980,1980-05-08 12:00:00,TS,8.1,141.0,1130,1110.0,1,8.0,255.0,20.0,USA_WIND,1003.3333333333334
1980126N08150,1980,1980-05-08 15:00:00,TS,7.9,140.7,1100,1078.0,1,8.0,255.0,20.0,USA_WIND,1003.0
1980126N08150,1980,1980-05-08 18:00:00,TS,7.8,140.3,1078,1050.0,1,8.0,255.0,20.0,USA_WIND,1003.3333333333334
1980126N08150,1980,1980-05-08 21:00:00,TS,7.7,139.8,1046,1028.0,1,9.0,260.0,23.0,USA_WIND,1003.0
1980126N08150,1980,1980-05-09 00:00:00,TS,7.7,139.4,1028,1019.0,1,10.0,280.0,25.0,USA_WIND,1003.5
1980126N08150,1980,1980-05-09 03:00:00,TS,7.9,138.8,1026,1023.0,1,11.0,290.0,25.0,USA_WIND,1003.3333333333334
1980126N08150,1980,1980-05-09 06:00:00,TS,8.1,138.3,1030,1030.0,1,11.0,300.0,25.0,USA_WIND,1003.5
1980126N08150,1980,1980-05-09 09:00:00,TS,8.4,137.9,1051,1048.0,1,10.0,305.0,25.0,USA_WIND,1003.3333333333334
1980126N08150,1980,1980-05-09 12:00:00,TS,8.7,137.5,1074,1074.0,1,11.0,310.0,25.0,USA_WIND,1003.5
1980126N08150,1980,1980-05-09 15:00:00,TS,9.1,137.1,1110,1109.0,1,11.0,310.0,28.0,USA_WIND,1003.3333333333334
1980126N08150,1980,1980-05-09 18:00:00,TS,9.5,136.6,1118,1081.0,1,11.0,310.0,30.0,USA_WIND,1003.5
1980126N08150,1980,1980-05-09 21:00:00,TS,9.8,136.2,1081,1033.0,1,11.0,300.0,30.0,USA_WIND,1003.0
1980126N08150,1980,1980-05-10 00:00:00,TS,10.1,135.7,1035,996.0,1,10.0,295.0,30.0,USA_WIND,1003.0
1980126N08150,1980,1980-05-10 03:00:00,TS,10.2,135.2,985,947.0,1,10.0,290.0,30.0,USA_WIND,1002.0
1980126N08150,1980,1980-05-10 06:00:00,TS,10.4,134.8,949,892.0,1,12.0,295.0,30.0,USA_WIND,1001.5
1980126N08150,1980,1980-05-10 09:00:00,TS,10.7,134.2,892,835.0,1,13.0,300.0,30.0,USA_WIND,1001.3333333333334
1980126N08150,1980,1980-05-10 12:00:00,TS,11.0,133.6,835,777.0,1,13.0,295.0,30.0,USA_WIND,1001.25
1980126N08150,1980,1980-05-10 15:00:00,TS,11.2,133.0,777,718.0,1,12.0,285.0,33.0,USA_WIND,1001.0
1980126N08150,1980,1980-05-10 18:00:00,TS,11.3,132.4,718,667.0,1,11.0,285.0,35.0,USA_WIND,1001.25
1980126N08150,1980,1980-05-10 21:00:00,TS,11.5,131.9,668,614.0,1,10.0,285.0,38.0,USA_WIND,999.3333333333334
1980126N08150,1980,1980-05-11 00:00:00,TS,11.6,131.4,614,561.0,2,10.0,285.0,40.0,USA_WIND,997.75
1980126N08150,1980,1980-05-11 03:00:00,TS,11.7,130.9,561,511.0,2,10.0,290.0,43.0,USA_WIND,996.0
1980126N08150,1980,1980-05-11 06:00:00,TS,11.9,130.4,511,463.0,2,11.0,290.0,45.0,USA_WIND,994.0
1980126N08150,1980,1980-05-11 09:00:00,TS,12.1,129.9,463,418.0,2,12.0,295.0,48.0,USA_WIND,992.6666666666666
1980126N08150,1980,1980-05-11 12:00:00,TS,12.4,129.3,412,350.0,2,13.0,295.0,50.0,USA_WIND,991.0
1980126N08150,1980,1980-05-11 15:00:00,TS,12.7,128.7,352,285.0,2,14.0,295.0,53.0,USA_WIND,990.0
1980126N08150,1980,1980-05-11 18:00:00,TS,13.0,128.0,285,240.0,2,14.0,295.0,55.0,USA_WIND,989.5
1980126N08150,1980,1980-05-11 21:00:00,TS,13.3,127.4,240,218.0,2,13.0,300.0,58.0,USA_WIND,987.6666666666666
1980126N08150,1980,1980-05-12 00:00:00,TS,13.6,126.8,210,195.0,2,12.0,300.0,60.0,USA_WIND,985.0
1980126N08150,1980,1980-05-12 03:00:00,TS,13.9,126.3,196,163.0,2,11.0,300.0,63.0,USA_WIND,983.0
1980126N08150,1980,1980-05-12 06:00:00,TS,14.2,125.9,165,131.0,2,11.0,305.0,65.0,USA_WIND,980.0
1980126N08150,1980,1980-05-12 09:00:00,TS,14.5,125.4,127,124.0,2,11.0,310.0,68.0,USA_WIND,978.0
1980126N08150,1980,1980-05-12 12:00:00,TS,14.9,125.0,125,119.0,4,10.0,315.0,70.0,USA_WIND,975.0
1980126N08150,1980,1980-05-12 15:00:00,TS,15.2,124.7,141,138.0,4,9.0,315.0,73.0,USA_WIND,973.3333333333334
1980126N08150,1980,1980-05-12 18:00:00,TS,15.5,124.4,168,167.0,4,8.0,315.0,75.0,USA_WIND,970.5
1980126N08150,1980,1980-05-12 21:00:00,TS,15.7,124.1,190,180.0,4,6.0,320.0,78.0,USA_WIND,968.3333333333334
1980126N08150,1980,1980-05-13 00:00:00,TS,16.0,123.9,180,159.0,4,6.0,320.0,80.0,USA_WIND,965.0
1980126N08150,1980,1980-05-13 03:00:00,TS,16.2,123.8,159,129.0,4,5.0,320.0,85.0,USA_WIND,963.0
1980126N08150,1980,1980-05-13 06:00:00,TS,16.4,123.6,129,105.0,4,5.0,320.0,90.0,USA_WIND,960.25
1980126N08150,1980,1980-05-13 09:00:00,TS,16.5,123.4,105,88.0,4,4.0,320.0,88.0,USA_WIND,959.0
1980126N08150,1980,1980-05-13 12:00:00,TS,16.7,123.3,88,74.0,4,4.0,320.0,85.0,USA_WIND,957.75
1980126N08150,1980,1980-05-13 15:00:00,TS,16.9,123.2,74,63.0,4,4.0,325.0,83.0,USA_WIND,958.6666666666666
1980126N08150,1980,1980-05-13 18:00:00,TS,17.0,123.1,63,43.0,4,4.0,320.0,80.0,USA_WIND,960.0
1980126N08150,1980,1980-05-13 21:00:00,TS,17.1,122.9,43,38.0,4,3.0,315.0,78.0,USA_WIND,963.0
1980126N08150,1980,1980-05-14 00:00:00,TS,17.2,122.8,38,31.0,4,2.0,310.0,75.0,USA_WIND,965.0
1980126N08150,1980,1980-05-14 03:00:00,TS,17.3,122.7,31,31.0,4,2.0,305.0,70.0,USA_WIND,966.0
1980126N08150,1980,1980-05-14 06:00:00,TS,17.3,122.7,31,21.0,4,2.0,315.0,65.0,USA_WIND,966.25
1980126N08150,1980,1980-05-14 09:00:00,TS,17.4,122.6,24,24.0,4,2.0,320.0,60.0,USA_WIND,972.0
1980126N08150,1980,1980-05-14 12:00:00,TS,17.5,122.5,24,24.0,2,2.0,330.0,55.0,USA_WIND,977.5
1980126N08150,1980,1980-05-14 15:00:00,TS,17.6,122.5,35,35.0,2,2.0,345.0,53.0,USA_WIND,978.0
1980126N08150,1980,1980-05-14 18:00:00,TS,17.7,122.5,42,31.0,2,2.0,350.0,50.0,USA_WIND,979.25
1980126N08150,1980,1980-05-14 21:00:00,TS,17.9,122.4,30,23.0,2,3.0,355.0,48.0,USA_WIND,981.6666666666666
1980126N08150,1980,1980-05-15 00:00:00,TS,18.0,122.4,23,21.0,2,3.0,0.0,45.0,USA_WIND,983.75
1980126N08150,1980,1980-05-15 03:00:00,TS,18.1,122.5,30,21.0,2,3.0,10.0,48.0,USA_WIND,984.3333333333334
1980126N08150,1980,1980-05-15 06:00:00,TS,18.3,122.5,21,21.0,2,3.0,10.0,50.0,USA_WIND,986.25
1980126N08150,1980,1980-05-15 09:00:00,TS,18.4,122.5,21,21.0,2,3.0,10.0,53.0,USA_WIND,985.3333333333334
1980126N08150,1980,1980-05-15 12:00:00,TS,18.6,122.6,38,38.0,2,4.0,10.0,55.0,USA_WIND,985.0
1980126N08150,1980,1980-05-15 15:00:00,TS,18.8,122.6,54,54.0,2,5.0,10.0,58.0,USA_WIND,984.3333333333334
1980126N08150,1980,1980-05-15 18:00:00,TS,19.1,122.7,88,88.0,2,5.0,20.0,60.0,USA_WIND,982.5
1980126N08150,1980,1980-05-15 21:00:00,TS,19.3,122.7,109,109.0,2,4.0,30.0,63.0,USA_WIND,981.6666666666666
1980126N08150,1980,1980-05-16 00:00:00,TS,19.4,122.9,128,128.0,4,5.0,40.0,65.0,USA_WIND,980.0
1980126N08150,1980,1980-05-16 03:00:00,TS,19.6,123.1,158,158.0,4,5.0,50.0,65.0,USA_WIND,979.0
1980126N08150,1980,1980-05-16 06:00:00,TS,19.8,123.3,188,188.0,4,6.0,60.0,65.0,USA_WIND,976.75
1980126N08150,1980,1980-05-16 09:00:00,TS,19.9,123.6,216,216.0,4,7.0,70.0,65.0,USA_WIND,977.3333333333334
1980126N08150,1980,1980-05-16 12:00:00,TS,20.0,124.0,252,252.0,4,7.0,70.0,65.0,USA_WIND,976.75
1980126N08150,1980,1980-05-16 15:00:00,TS,20.1,124.3,283,283.0,4,7.0,70.0,65.0,USA_WIND,977.3333333333334
1980126N08150,1980,1980-05-16 18:00:00,TS,20.2,124.6,314,314.0,4,7.0,65.0,65.0,USA_WIND,976.75
1980126N08150,1980,1980-05-16 21:00:00,TS,20.4,125.0,360,360.0,4,8.0,65.0,63.0,USA_WIND,977.3333333333334
1980126N08150,1980,1980-05-17 00:00:00,TS,20.6,125.4,407,407.0,2,7.0,60.0,60.0,USA_WIND,977.25
1980126N08150,1980,1980-05-17 03:00:00,TS,20.7,125.7,439,439.0,2,7.0,60.0,60.0,USA_WIND,977.0
1980126N08150,1980,1980-05-17 06:00:00,TS,20.9,126.0,477,477.0,2,6.0,60.0,60.0,USA_WIND,978.0
1980126N08150,1980,1980-05-17 09:00:00,TS,21.0,126.2,501,501.0,2,5.0,65.0,58.0,USA_WIND,977.3333333333334
1980126N08150,1980,1980-05-17 12:00:00,TS,21.1,126.5,533,533.0,2,5.0,70.0,55.0,USA_WIND,978.0
1980126N08150,1980,1980-05-17 15:00:00,TS,21.2,126.8,565,565.0,2,5.0,80.0,53.0,USA_WIND,979.0
1980126N08150,1980,1980-05-17 18:00:00,TS,21.2,127.0,582,582.0,2,5.0,95.0,50.0,USA_WIND,980.0
1980126N08150,1980,1980-05-17 21:00:00,TS,21.2,127.2,600,600.0,2,4.0,110.0,48.0,USA_WIND,981.0
1980126N08150,1980,1980-05-18 00:00:00,TS,21.1,127.4,613,607.0,2,2.0,145.0,45.0,USA_WIND,981.25
1980126N08150,1980,1980-05-18 03:00:00,TS,21.0,127.4,607,593.0,2,2.0,200.0,43.0,USA_WIND,982.6666666666666
1980126N08150,1980,1980-05-18 06:00:00,TS,20.9,127.3,593,579.0,2,3.0,220.0,40.0,USA_WIND,983.75
1980126N08150,1980,1980-05-18 09:00:00,TS,20.8,127.2,579,564.0,2,3.0,230.0,38.0,USA_WIND,985.3333333333334
1980126N08150,1980,1980-05-18 12:00:00,MX,20.7,127.1,564,555.0,2,2.0,230.0,35.0,USA_WIND,986.25
1980126N08150,1980,1980-05-18 15:00:00,MX,20.7,127.0,555,541.0,2,2.0,245.0,33.0,USA_WIND,989.6666666666666
1980126N08150,1980,1980-05-18 18:00:00,MX,20.6,126.9,541,504.0,2,5.0,265.0,30.0,USA_WIND,991.25
1980126N08150,1980,1980-05-18 21:00:00,MX,20.6,126.5,504,474.0,2,7.0,275.0,30.0,USA_WIND,991.6666666666666
1980126N08150,1980,1980-05-19 00:00:00,MX,20.7,126.1,474,462.0,1,6.0,290.0,30.0,USA_WIND,991.25
